AvgAltitude;MaxAltitude;CurrentAltitude;FovValue;LastAction;Life
-135.54333;-115.070625;-134.97726;18968.336;shoot;6;VICTORY
-140.34364;-115.81855;-140.35858;18957.754;explore;6;VICTORY
-130.15468;-130.15329;-130.15376;24999.992;shoot;10;VICTORY
-139.11955;-116.07262;-139.1906;16978.611;shoot;2;VICTORY
-130.19409;-112.13317;-128.79637;18068.33;shoot;4;VICTORY
-120.244255;-106.945755;-118.64771;21521.295;shoot;6;VICTORY
-138.54733;-115.395355;-136.67627;17320.727;explore;8;VICTORY
