AvgAltitude;MaxAltitude;CurrentAltitude;FovValue;LastAction;Life
-129.53955;-110.99583;-128.18071;19018.314;explore;10;VICTORY
-135.70706;-118.3951;-133.92578;16898.438;shoot;4;VICTORY
-129.48853;-113.20627;-126.57925;17528.334;explore;4;VICTORY
-127.18697;-113.49232;-123.919136;18246.986;explore;6;VICTORY
-127.47431;-109.58946;-125.9549;19729.453;shoot;4;VICTORY
-127.28782;-126.11678;-127.29803;24986.139;shoot;4;VICTORY
-133.86804;-115.16211;-133.02043;17472.555;shoot;2;VICTORY
