AvgAltitude;MaxAltitude;CurrentAltitude;FovValue;LastAction;Life
-124.884895;-109.4079;-121.63122;18171.812;shoot;6;VICTORY
-116.50377;-93.86127;-111.88839;17989.32;shoot;8;VICTORY
-130.6899;-110.089165;-127.95955;17890.785;explore;12;VICTORY
-122.83394;-106.502975;-120.54619;18539.781;shoot;2;VICTORY
-131.92378;-110.62477;-131.25963;19518.959;explore;10;VICTORY
-126.25517;-106.47977;-120.62621;15355.908;shoot;10;VICTORY
