AvgAltitude;MaxAltitude;CurrentAltitude;FovValue;LastAction;Life
-255.0;-255.0;-20.43414;19713.73;explore;12;INSIGHT;
-254.34497;-237.09352;-252.2389;19622.988;explore;10;NOTINSIGHT;
-254.28711;-232.68114;-251.82321;19419.572;explore;10;NOTINSIGHT;
-254.39203;-231.98618;-252.99289;20579.215;explore;10;INSIGHT;
-254.14255;-237.44089;-251.4723;19544.744;shoot;8;NOTINSIGHT;
-254.24852;-234.42569;-252.99628;21011.191;explore;8;INSIGHT;
-254.10738;-232.923;-252.35841;20368.287;explore;8;NOTINSIGHT;
-253.98193;-231.8492;-251.50192;19874.293;explore;8;NOTINSIGHT;
-255.0;-255.0;-17.439535;20144.852;explore;12;INSIGHT;
-254.67525;-245.25752;-52.2155;18729.281;shoot;10;NOTINSIGHT;
-254.91068;-252.7274;-72.236565;18548.113;explore;10;NOTINSIGHT;
-255.0;-255.0;-94.32125;17238.191;explore;10;NOTINSIGHT;
-254.966;-253.06265;-118.61505;16727.227;explore;10;NOTINSIGHT;
-254.83257;-247.95178;-144.94249;14997.888;explore;10;NOTINSIGHT;
-254.86914;-245.8654;-165.9995;13575.175;explore;10;NOTINSIGHT;
-254.7947;-238.36014;-188.5387;12061.81;explore;10;NOTINSIGHT;
-254.69792;-234.66464;-212.25385;10843.84;explore;10;NOTINSIGHT;
-254.75487;-239.43118;-235.9177;11931.774;explore;10;NOTINSIGHT;
-254.75201;-239.07686;-252.2452;19884.799;explore;10;INSIGHT;
-254.69548;-235.51398;-252.36816;19909.23;explore;10;NOTINSIGHT;
-254.5435;-232.17383;-252.05515;19687.434;explore;10;INSIGHT;
-254.53502;-232.94925;-252.0099;19690.996;explore;10;NOTINSIGHT;
-254.59422;-236.51007;-252.92302;20663.025;explore;10;INSIGHT;
-254.57378;-237.0394;-252.99713;20774.797;explore;10;NOTINSIGHT;
-254.45914;-236.04568;-252.3002;20035.043;explore;10;INSIGHT;
-254.73703;-236.94212;-252.99759;20724.488;shoot;10;INSIGHT;
-254.74442;-238.44255;-252.8618;20548.154;shoot;10;INSIGHT;
-254.77919;-237.6442;-252.99521;20860.207;shoot;10;INSIGHT;
-254.77596;-237.202;-252.99898;20838.854;shoot;10;NOTINSIGHT;
-254.784;-237.56065;-252.68279;20491.992;shoot;10;NOTINSIGHT;
-254.77528;-232.54614;-252.52353;20155.889;explore;10;INSIGHT;
-254.80704;-239.4391;-251.86545;19695.8;shoot;10;NOTINSIGHT;
-254.7931;-236.04323;-252.7583;20621.193;explore;8;INSIGHT;
-254.75029;-236.41745;-251.89589;19632.299;shoot;8;INSIGHT;
-254.79108;-238.16876;-252.8614;20823.068;shoot;6;INSIGHT;
-254.72884;-234.21393;-252.35164;19945.14;shoot;6;NOTINSIGHT;
-254.71072;-233.22108;-251.73012;19366.479;explore;6;INSIGHT;
-254.75648;-238.17361;-251.14899;18834.393;shoot;6;INSIGHT;
-254.78906;-239.45277;-252.41496;20262.21;shoot;6;INSIGHT;
-125.12228;-103.30184;-14.583336;14506.955;idle;12;INSIGHT;
-129.15913;-95.475784;-126.33998;15462.547;explore;12;INSIGHT;
-131.60225;-106.03749;-131.07991;19311.926;explore;12;INSIGHT;
-129.37921;-103.73832;-127.65766;17184.797;explore;12;INSIGHT;
-135.56866;-116.79482;-134.96106;18498.129;explore;12;INSIGHT;
-134.07863;-97.94243;-133.57336;18504.918;shoot;12;INSIGHT;
-114.13052;-96.44767;-107.84749;16997.277;explore;10;NOTINSIGHT;
-113.67042;-96.12042;-106.76337;16773.568;explore;10;NOTINSIGHT;
-112.918045;-96.2875;-106.18212;16851.098;explore;10;NOTINSIGHT;
-112.58175;-95.86276;-105.36539;16673.908;explore;10;NOTINSIGHT;
-112.26675;-97.7075;-104.27994;16440.62;explore;10;NOTINSIGHT;
-123.43603;-97.19096;-119.53157;16305.486;explore;10;NOTINSIGHT;
-123.455025;-97.99341;-119.705345;16492.084;explore;10;INSIGHT;
